prev_epoch,curr_epoch,mean_jaccard,median_jaccard,txt_type,granularity,stopwords
100,105,0.7022395059591876,0.7094017094017094,lemma,paragraph,keep
105,110,0.6989051292697559,0.7094017094017094,lemma,paragraph,keep
110,115,0.692269548607333,0.6949152542372882,lemma,paragraph,keep
115,120,0.7021124705810199,0.6949152542372882,lemma,paragraph,keep
120,125,0.7040131096086533,0.7241379310344828,lemma,paragraph,keep
125,130,0.7309402420175444,0.7241379310344828,lemma,paragraph,keep
130,135,0.7056470298553009,0.7241379310344828,lemma,paragraph,keep
135,140,0.7112698584412874,0.7241379310344828,lemma,paragraph,keep
140,145,0.7040169705435302,0.7094017094017094,lemma,paragraph,keep
145,150,0.7076163093713894,0.7241379310344828,lemma,paragraph,keep
150,155,0.7106468336867566,0.7391304347826086,lemma,paragraph,keep
155,160,0.7015080340897564,0.6949152542372882,lemma,paragraph,keep
160,165,0.7036009480216519,0.680672268907563,lemma,paragraph,keep
165,170,0.6799259599072184,0.680672268907563,lemma,paragraph,keep
170,175,0.6972215267480987,0.6949152542372882,lemma,paragraph,keep
175,180,0.7028868907342243,0.6949152542372882,lemma,paragraph,keep
180,185,0.6827405413318453,0.680672268907563,lemma,paragraph,keep
185,190,0.7019664555344721,0.7094017094017094,lemma,paragraph,keep
190,195,0.7034479832147391,0.7094017094017094,lemma,paragraph,keep
195,200,0.7124421967651597,0.7391304347826086,lemma,paragraph,keep
200,205,0.716618436568532,0.7241379310344828,lemma,paragraph,keep
205,210,0.7002059918825944,0.680672268907563,lemma,paragraph,keep
210,215,0.6886902632690958,0.680672268907563,lemma,paragraph,keep
215,220,0.6661694656426885,0.6666666666666666,lemma,paragraph,keep
220,225,0.6851298989374263,0.7094017094017094,lemma,paragraph,keep
225,230,0.6816669595875455,0.6528925619834711,lemma,paragraph,keep
230,235,0.6982734466629503,0.7094017094017094,lemma,paragraph,keep
235,240,0.6939500419540229,0.6949152542372882,lemma,paragraph,keep
240,245,0.7004557748503819,0.680672268907563,lemma,paragraph,keep
245,250,0.655914213543808,0.6528925619834711,lemma,paragraph,keep
250,255,0.6997815671347326,0.7094017094017094,lemma,paragraph,keep
255,260,0.6903354623056591,0.6949152542372882,lemma,paragraph,keep
260,265,0.6951814753061517,0.6949152542372882,lemma,paragraph,keep
265,270,0.6951420695807412,0.7094017094017094,lemma,paragraph,keep
270,275,0.6718615389581635,0.680672268907563,lemma,paragraph,keep
275,280,0.6957539971092871,0.7241379310344828,lemma,paragraph,keep
280,285,0.6847221518393743,0.6666666666666666,lemma,paragraph,keep
285,290,0.6795207735378912,0.6528925619834711,lemma,paragraph,keep
290,295,0.7017618876852606,0.6949152542372882,lemma,paragraph,keep
295,300,0.678500535047238,0.6666666666666666,lemma,paragraph,keep
